cpu,memory,error_rate,latency,failed
49.77,66.91,0.0237,160.9,0
84.78,78.9,0.1145,384.7,1
30.75,20.42,0.0071,59.8,0
95.35,100,0.1808,633.2,1
54.86,56.92,0.0003,60.9,0
33.8,62.2,0.0164,104.2,0
57.61,77.45,0.0327,207.3,1
90.3,91.26,0.198,734.2,1
75.36,94.44,0.094,426.4,1
58.89,23.73,0.0308,179.4,0
82.49,94.22,0.1078,344.9,1
30.23,30.2,0.0206,170.3,0
28.24,46.89,0.0236,144.6,0
98.78,92.82,0.2137,394.9,1
64.29,78.58,0.0648,211.8,0
44.55,28.99,0.0166,35.0,0
68.77,69.03,0.062,255.2,0
92.37,91.53,0.2888,594.4,1
86.77,89.98,0.289,610.5,1
71.78,62.73,0.0591,147.7,0
64.92,73.28,0.052,255.6,0
37.3,39.67,0.0062,101.7,0
51.44,40.59,0.0336,165.9,0
32.27,20.43,0,158.9,0
97.44,97.52,0.1999,499.0,1
54.07,65.12,0.0372,272.1,0
54.23,57.18,0.0389,234.2,0
58.23,43.81,0.0292,122.2,0
58.11,46.47,0.0023,65.7,0
50.48,33.96,0.0244,150.3,0
39.24,61.56,0.0086,176.7,0
30.26,49.34,0.0073,207.8,0
33.54,37.21,0.0233,106.9,0
92.21,89.72,0.238,683.1,1
88.1,75.04,0.06,293.5,0
36.52,31.01,0.0317,100.1,0
17.79,56.08,0.0246,148.8,0
88.57,93.02,0.1475,489.7,1
71.95,82.47,0.1187,291.6,1
84.14,84.04,0.1044,363.1,0
74.39,84.97,0.0593,278.5,1
47.12,34.01,0.0148,203.0,0
78.6,92.57,0.1093,397.7,0
57.21,77.37,0.0663,228.2,0
77.87,87.9,0.0765,409.6,1
100,89.51,0.2477,783.8,1
74.71,85.74,0.1017,352.8,1
35.25,45.42,0.0219,124.5,0
67.29,76.23,0.0251,248.5,1
55.71,70.58,0.0437,296.7,0
56.45,79.14,0.0429,238.2,0
89.99,88.71,0.1769,762.2,1
86.44,93.14,0.297,781.1,1
95.96,98.06,0.1839,469.9,1
66.42,75.84,0.0297,272.6,0
16.67,20.86,0.0299,111.0,0
80.02,85.95,0.0586,262.3,1
58.12,71.85,0.0472,293.0,0
88.35,92.18,0.134,530.8,1
41.71,24.3,0.0162,87.0,0
53.92,74.05,0.0368,177.7,0
50.59,77.16,0.0416,298.5,0
75.43,88.86,0.1097,403.2,1
85.78,89.63,0.1149,278.4,1
64.75,66.1,0.037,265.6,0
83.01,93.48,0.1187,434.0,1
76.1,80.62,0.1073,406.7,0
59.03,37.44,0.021,135.9,0
68.38,58.07,0.0277,184.0,0
89.19,97.17,0.1872,675.8,1
90.24,98.06,0.1343,709.2,1
94.79,99.18,0.1687,791.0,1
48.84,57.88,0.0342,237.6,0
86.23,90.32,0.2806,812.5,1
86.64,92.85,0.1363,658.6,1
67.46,65.64,0.0541,146.9,0
100,91.83,0.1821,581.0,1
86.45,93.08,0.2204,772.4,1
88.6,84.52,0.1121,428.4,1
99.66,93.49,0.204,506.3,1
49.28,24.41,0.0151,87.1,0
86.34,100,0.197,600.7,1
87.14,97.49,0.285,510.9,1
78.77,94.39,0.0999,327.2,1
56.35,68.28,0.0527,178.9,1
34.26,64.4,0.0139,151.4,0
54.57,56.71,0.0606,225.8,0
70.24,76.31,0.0593,282.6,0
36.45,61.97,0.0166,92.8,0
49.85,59.86,0.006,141.0,0
61.84,62.83,0.0388,260.6,0
66.07,68.02,0.0491,193.7,0
35.74,29.48,0.0037,195.6,0
80.02,88.39,0.0727,264.6,1
95.49,97.38,0.1596,440.8,1
47.66,56.81,0.0064,122.1,0
89.42,95.2,0.2059,435.0,1
74.51,79.75,0.0621,414.2,1
54.78,70.36,0.02,257.2,0
69.59,93.93,0.1136,286.5,1
47.3,46.99,0.0299,69.0,0
95.55,90.42,0.2181,415.0,1
48.95,55.87,0.0562,162.5,0
19.04,57.09,0.0346,153.9,0
70.59,81.28,0.0741,269.3,1
71.65,66.76,0.0452,262.7,1
82.88,91.1,0.0484,384.2,0
89.09,91.73,0.2107,663.5,1
78.12,95.14,0.0719,327.7,1
91.06,91.77,0.2415,457.4,1
17.17,36.01,0.028,149.2,0
59.74,59.69,0.0561,269.7,0
54.28,75.07,0.0292,174.1,0
54.77,24.06,0.0376,199.6,0
50.21,41.3,0.0119,161.5,0
74.69,93.37,0.0566,376.7,1
85.24,84.19,0.0539,357.6,0
83.5,74.84,0.0947,373.1,1
29.46,61.95,0.005,191.8,0
37.24,51.64,0.0372,182.9,0
39.73,20.17,0.0229,80.1,0
79.68,93.37,0.0685,293.8,1
54.01,52.8,0.0259,89.8,0
74.38,89.63,0.0551,422.3,1
61.91,67.21,0.0394,164.3,0
32.14,35.05,0.0244,119.5,0
66.8,75.96,0.0548,140.9,0
51.64,69.71,0.0401,291.5,1
79.9,79.67,0.068,277.3,0
100,100,0.1319,727.4,1
58.41,43.35,0.0207,111.8,0
52.99,59.68,0.0242,104.2,0
92.75,100,0.1721,607.7,1
81.43,87.51,0.1084,432.5,0
27.39,60.72,0.0183,186.5,0
57.23,67.98,0.0532,256.5,0
88.32,91.77,0.0995,324.8,1
94.74,95.44,0.1761,526.0,1
72.85,61.66,0.0589,280.8,1
20.48,54.02,0.0287,195.9,0
53.77,30.53,0.012,109.4,0
93.22,90.69,0.1609,608.5,1
85.05,85.52,0.0516,245.4,1
52.0,73.8,0.0223,191.5,0
71.94,75.85,0.0325,224.4,0
70.98,61.89,0.0455,285.1,0
86.6,94.03,0.1057,287.4,1
63.48,64.13,0.0454,242.1,0
73.64,84.51,0.0881,375.3,0
89.73,97.77,0.16,630.4,1
78.62,85.98,0.0974,298.3,0
88.78,91.99,0.2181,536.1,1
84.29,96.94,0.1307,670.4,1
25.28,31.34,0.0212,152.0,0
98.28,90.68,0.1248,720.1,1
62.73,69.34,0.0205,231.0,0
89.47,93.49,0.1935,673.0,1
88.32,77.66,0.0581,387.8,0
40.67,61.4,0.0313,77.6,0
30.4,50.85,0.035,146.6,0
77.22,80.34,0.0693,291.1,1
72.85,83.35,0.08,327.6,1
87.17,82.41,0.0742,268.0,0
72.75,73.27,0.0478,156.3,0
67.66,63.16,0.0416,169.4,0
95.83,94.04,0.1597,493.6,1
96.34,98.12,0.2992,578.7,1
87.61,76.55,0.0927,259.9,1
82.69,81.32,0.0716,294.2,1
68.06,74.92,0.0405,236.7,0
95.24,94.37,0.1175,590.4,1
41.16,48.26,0.0051,34.5,0
88.98,97.28,0.2649,522.0,1
57.18,59.38,0.032,201.9,1
31.06,42.34,0.0226,175.6,0
79.16,85.17,0.0681,331.5,1
57.76,41.99,0.0187,152.4,0
38.14,59.38,0.0373,201.0,0
73.31,82.48,0.0735,414.2,1
67.84,57.66,0.0526,233.0,0
29.43,38.74,0.0225,43.2,0
25.59,43.26,0.0008,101.9,0
93.92,97.83,0.2763,471.9,1
94.26,97.66,0.2094,782.4,1
85.72,90.52,0.2791,434.5,1
88.81,97.45,0.2001,697.9,1
54.44,59.31,0.0541,237.2,0
43.65,29.13,0.0134,140.2,0
60.13,59.97,0.0341,303.6,0
86.68,93.73,0.2398,424.4,1
87.36,96.59,0.2825,755.4,1
97.17,98.67,0.2861,788.8,1
78.44,85.02,0.0712,344.3,1
69.53,63.09,0.0485,222.2,0
58.52,60.28,0.0518,277.4,1
54.96,74.59,0.0675,219.7,0
64.75,80.84,0.0575,236.8,0
81.08,92.43,0.0957,414.1,1
81.78,82.63,0.1068,293.7,0
82.75,82.96,0.0718,278.3,1
84.18,76.84,0.1065,253.9,1
56.14,25.22,0.0326,213.8,0
70.29,58.14,0.0555,263.7,0
46.12,53.87,0.0188,158.1,0
94.74,96.46,0.1111,536.8,1
78.18,87.52,0.0537,398.9,1
96.69,94.77,0.2116,536.5,1
64.73,59.41,0.0278,287.9,0
68.12,86.9,0.0839,268.7,1
87.12,92.33,0.12,450.6,1
86.28,80.42,0.1117,235.4,1
36.09,20.56,0.0358,171.2,0
84.75,86.28,0.084,350.4,1
86.76,97.56,0.1137,625.7,1
64.29,66.97,0.0296,186.5,0
87.14,94.72,0.1561,399.9,1
53.34,56.52,0.0301,206.6,0
92.52,96.91,0.191,601.7,1
87.58,100,0.1875,795.2,1
86.48,89.15,0.2639,529.2,1
76.89,80.17,0.0325,201.1,1
87.0,100,0.232,594.3,1
88.12,93.74,0.1012,394.4,1
52.77,70.26,0.0466,216.2,0
83.5,91.74,0.0618,266.6,1
81.8,86.82,0.1035,326.2,1
70.88,90.02,0.0767,369.9,1
88.04,90.74,0.1086,508.8,1
81.16,85.43,0.0695,401.1,1
100,95.27,0.2882,497.8,1
88.91,88.81,0.1941,640.7,1
83.94,88.92,0.0649,280.2,0
60.9,58.35,0.0374,177.2,0
30.05,38.27,0.0175,128.9,0
79.63,96.54,0.0604,280.8,0
18.51,36.19,0.0095,172.6,0
96.12,92.17,0.1363,739.2,1
94.08,97.02,0.1499,428.5,1
96.07,89.55,0.1281,501.0,1
87.46,89.14,0.0595,288.0,1
40.56,64.21,0.0109,134.7,0
27.37,56.14,0.0054,114.9,0
23.9,49.15,0.0219,94.8,0
89.49,93.74,0.1701,652.3,1
82.68,93.82,0.0606,373.3,1
92.17,92.78,0.1869,473.2,1
87.22,82.49,0.1213,268.1,1
75.22,82.39,0.1104,316.8,1
71.5,76.14,0.0693,387.3,0
40.57,21.27,0.014,151.1,0
55.12,79.85,0.0232,178.8,0
20.82,58.66,0.0348,153.1,0
88.02,94.84,0.2202,647.2,1
77.57,81.27,0.1184,276.2,0
63.3,79.41,0.0683,267.6,0
79.77,84.85,0.0863,469.4,1
49.63,61.1,0.0515,230.9,0
17.08,35.5,0.0125,185.2,0
94.37,99.56,0.1817,801.4,1
70.87,77.75,0.0655,277.2,0
94.14,98.51,0.2838,612.0,1
77.14,79.72,0.0717,347.3,1
57.89,60.58,0.0131,117.8,0
49.74,65.65,0.0403,151.9,0
94.96,98.65,0.1263,561.3,1
83.14,81.35,0.0821,385.9,1
22.52,30.41,0.0328,83.7,0
73.72,61.34,0.0347,248.0,1
69.75,58.65,0.0494,300.9,1
93.85,94.93,0.1523,588.7,1
54.18,20.68,0.0058,170.3,0
53.61,73.35,0.0574,259.0,0
99.32,98.43,0.1509,642.9,1
73.57,79.71,0.0469,257.4,0
42.39,22.77,0.0014,106.4,0
56.03,52.16,0.0342,100.3,0
20.85,53.13,0.009,97.4,0
22.09,51.8,0.0035,107.0,0
86.61,89.49,0.0773,404.3,1
92.16,94.63,0.2436,592.1,1
91.3,98.12,0.1516,522.9,1
53.07,40.27,0.0035,142.2,0
39.25,51.1,0.0189,116.7,0
80.25,94.47,0.0748,296.0,0
86.03,75.18,0.1142,280.5,1
30.74,59.99,0.0163,82.5,0
48.92,52.08,0.0259,88.9,0
85.51,86.67,0.0587,412.0,1
50.37,56.81,0.026,142.2,0
58.68,77.12,0.027,242.0,0
65.34,69.08,0.0262,183.4,0
91.46,96.03,0.2546,720.5,1
62.04,66.33,0.0418,164.4,0
88.99,98.77,0.2494,781.2,1
55.47,57.91,0.0426,182.5,0
69.81,59.24,0.0448,206.2,1
79.13,85.29,0.1092,385.3,0
78.19,88.55,0.114,375.9,1
22.27,65.21,0.0354,177.6,0
67.81,60.25,0.0217,163.7,0
61.67,78.09,0.0724,236.1,0
53.41,64.04,0.0358,223.5,0
21.64,30.67,0.0233,99.5,0
68.45,64.95,0.0588,260.9,0
65.39,63.15,0.0477,249.4,1
17.78,54.21,0.0307,199.7,0
65.36,61.21,0.0659,255.4,0
78.99,78.67,0.1065,384.0,0
72.31,76.69,0.0557,171.0,0
81.18,90.56,0.0883,362.8,0
97.27,96.05,0.1018,550.5,1
79.53,82.65,0.0967,382.2,1
94.2,93.65,0.299,620.2,1
84.28,85.09,0.1174,316.4,0
14.49,50.3,0.0284,163.2,0
96.73,90.45,0.1713,661.6,1
54.86,67.65,0.0306,157.6,0
69.74,77.5,0.0239,167.9,0
76.06,89.54,0.122,456.7,1
75.26,73.87,0.0333,208.7,0
100,90.4,0.2923,682.4,1
72.44,91.79,0.1022,405.4,1
71.72,79.48,0.0824,372.6,1
17.7,28.59,0.0241,47.2,0
100,93.38,0.1268,639.1,1
68.92,59.36,0.0323,216.7,0
51.67,38.12,0.0268,133.0,0
67.3,77.11,0.0249,280.7,1
61.22,77.83,0.0334,284.0,1
83.45,83.45,0.0796,403.0,0
69.15,69.18,0.0586,256.7,0
82.37,91.5,0.0819,252.6,0
53.86,60.38,0.0627,255.4,0
53.2,23.46,0.0321,154.1,0
45.52,48.0,0.003,150.4,0
87.14,93.6,0.2027,543.7,1
36.59,62.36,0.0335,183.3,0
54.09,38.52,0.0122,134.4,0
79.91,92.04,0.0853,315.0,1
80.41,84.0,0.0652,417.1,0
59.64,63.19,0.0471,292.2,0
96.36,92.71,0.2309,538.7,1
92.07,97.15,0.1762,415.5,1
36.34,36.2,0.0324,83.6,0
49.51,65.79,0.0272,41.0,0
81.82,92.68,0.076,335.7,0
57.62,62.69,0.0405,237.2,0
54.9,48.31,0.0158,112.8,0
97.16,98.34,0.2254,429.2,1
69.1,73.05,0.057,164.8,0
85.65,87.2,0.0919,243.2,0
72.74,75.04,0.0668,216.1,1
95.01,92.35,0.1527,763.8,1
58.21,71.65,0.0627,180.7,1
36.35,47.01,0.0298,167.6,0
47.45,42.96,0.0336,101.0,0
75.81,91.3,0.1168,439.8,1
86.41,99.32,0.193,579.5,1
56.0,68.1,0.0453,283.9,0
75.5,80.25,0.0741,409.4,0
19.04,43.25,0.0151,78.4,0
66.96,65.33,0.0265,304.4,1
77.92,88.83,0.0632,251.6,0
90.02,95.68,0.1481,618.8,1
74.37,81.2,0.1126,329.4,1
54.58,71.78,0.0396,189.1,0
97.33,98.46,0.2069,502.0,1
75.42,91.42,0.1071,363.9,0
55.01,56.12,0.0239,156.7,0
61.36,70.0,0.023,217.1,0
97.32,97.61,0.2887,477.4,1
27.43,26.6,0.0198,140.7,0
57.78,68.73,0.0509,227.0,0
86.13,95.04,0.0484,312.9,1
41.83,29.21,0.0286,145.4,0
72.56,68.24,0.058,231.5,0
67.25,59.18,0.0288,191.1,0
23.03,28.79,0.0004,81.9,0
79.05,86.34,0.0505,330.3,0
73.29,59.35,0.0458,202.4,1
94.02,92.64,0.1782,742.4,1
35.79,41.29,0.033,140.1,0
65.88,69.09,0.0418,251.5,0
52.11,60.3,0.0416,288.2,0
69.8,74.78,0.0362,138.7,0
87.32,87.0,0.0551,442.4,1
80.56,83.61,0.0921,310.3,1
70.22,76.43,0.0355,208.8,1
98.45,92.03,0.2403,633.5,1
87.3,95.93,0.2291,608.7,1
44.1,23.14,0.0394,161.5,0
61.55,77.34,0.0527,183.9,0
81.43,92.33,0.0981,289.1,0
88.32,99.42,0.1611,406.9,1
85.45,85.53,0.0857,256.6,1
65.59,77.01,0.0253,209.6,1
20.07,43.41,0.0271,146.4,0
33.06,55.92,0.0142,149.9,0
84.58,75.71,0.0858,374.1,0
55.03,67.41,0.063,150.4,0
78.65,75.57,0.0775,286.4,1
97.52,99.94,0.2285,466.6,1
68.57,67.32,0.0616,289.7,0
52.15,77.09,0.0392,279.1,0
61.83,66.67,0.0513,186.5,0
56.67,50.64,0.0159,177.2,0
95.57,91.76,0.2326,569.4,1
69.82,76.27,0.0517,256.6,0
92.89,91.0,0.1121,797.1,1
76.46,77.26,0.0539,288.5,0
72.27,89.95,0.1074,255.9,1
36.17,49.92,0,84.4,0
62.14,77.07,0.0387,278.7,0
60.94,66.11,0.0253,236.1,1
86.05,88.17,0.06,341.4,1
36.01,47.21,0.0311,53.3,0
56.66,61.26,0.0352,270.3,0
73.19,74.6,0.0391,256.9,0
71.68,55.15,0.0345,268.3,0
70.12,63.69,0.0441,156.6,0
67.53,69.64,0.0667,264.2,0
54.28,29.45,0.0375,111.6,0
79.45,82.01,0.0641,372.1,1
62.11,77.26,0.0269,244.0,1
88.04,97.25,0.1368,407.5,1
31.96,35.92,0.0137,149.1,0
56.17,63.03,0.0347,163.5,0
95.8,99.81,0.1541,500.6,1
63.4,54.71,0.0475,242.8,0
90.19,95.55,0.2144,564.0,1
46.71,66.22,0.0224,113.8,0
55.87,75.41,0.0247,215.2,0
47.47,27.82,0.012,85.6,0
83.03,93.32,0.0761,350.5,0
83.67,99.54,0.1047,460.5,1
87.88,89.03,0.0763,339.4,1
54.69,78.13,0.0593,254.9,0
36.0,49.13,0.0296,174.9,0
73.51,84.55,0.1057,394.9,1
92.73,96.99,0.1658,535.5,1
18.59,31.77,0.0129,172.5,0
88.16,100,0.2559,548.0,1
72.15,77.91,0.0596,223.2,0
97.92,94.56,0.2183,623.9,1
94.49,95.0,0.2088,626.7,1
21.0,62.59,0.009,118.2,0
20.29,23.74,0.0024,72.2,0
86.96,86.6,0.0609,406.7,1
86.3,86.71,0.0918,404.3,1
70.99,77.49,0.0526,285.4,0
88.91,97.42,0.108,495.3,1
54.03,65.71,0.0373,153.4,0
92.53,94.08,0.2383,629.2,1
87.51,91.81,0.2525,752.9,1
79.41,92.0,0.1057,408.5,1
51.17,63.03,0.0325,177.2,0
92.21,89.7,0.1482,563.9,1
32.3,48.86,0.0067,96.5,0
82.85,86.54,0.061,376.1,1
73.82,62.85,0.0653,190.5,0
42.07,63.69,0.0299,126.1,0
35.76,21.78,0.0278,168.8,0
53.03,66.86,0.0542,223.5,1
57.2,72.2,0.0414,295.5,0
45.13,52.78,0.0303,84.1,0
24.96,60.24,0.0201,140.9,0
68.43,62.06,0.0315,138.3,0
89.07,95.53,0.2682,590.4,1
75.95,76.1,0.0793,301.2,0
71.72,73.02,0.0688,249.6,0
83.91,86.73,0.0809,463.5,0
98.19,100,0.2503,444.5,1
90.17,91.33,0.1019,273.4,0
80.82,91.08,0.0533,411.1,1
99.88,97.61,0.1518,718.2,1
80.11,88.41,0.0723,288.7,1
85.86,93.89,0.0683,401.8,1
90.42,98.03,0.165,729.1,1
29.49,52.8,0.0027,73.0,0
33.63,33.42,0.0328,82.3,0
56.23,67.13,0.0373,279.6,0
57.44,76.38,0.0559,170.7,1
96.1,96.47,0.1277,763.2,1
97.03,94.65,0.2742,424.5,1
38.91,38.27,0.0108,177.3,0
26.39,37.4,0.0224,184.2,0
17.68,46.56,0.0058,148.2,0
58.13,76.7,0.0587,174.1,0
94.34,97.58,0.1422,463.3,1
67.76,55.24,0.0672,286.2,0
36.09,35.51,0.017,133.5,0
82.06,93.58,0.0653,381.5,1
20.46,62.95,0.0236,61.4,0
80.21,77.14,0.0846,430.8,1
97.22,100,0.1166,793.6,1
96.4,100,0.127,514.5,1
72.38,74.5,0.0655,176.3,0
92.44,94.44,0.2914,621.3,1
57.65,66.12,0.0384,139.4,1
70.67,94.86,0.0532,357.5,0
75.59,80.88,0.1216,373.9,1
69.86,72.14,0.0618,282.8,0
28.64,45.08,0.0222,103.7,0
94.22,96.82,0.1379,441.8,1
97.29,88.85,0.261,511.9,1
22.1,46.25,0.011,129.7,0
57.08,53.23,0.0053,98.1,0
74.89,58.78,0.0272,206.2,0
94.44,91.69,0.1414,444.8,1
51.78,78.25,0.0604,286.6,0
86.6,96.67,0.2717,439.4,1
88.28,77.26,0.1178,345.8,1
21.9,36.8,0.0047,197.1,0
58.96,67.91,0.0652,219.8,0
45.44,40.1,0.0197,68.8,0
19.22,59.01,0.0102,124.1,0
95.59,97.17,0.2448,758.1,1
73.53,74.79,0.0377,230.7,0
72.79,84.75,0.0805,344.6,0
24.45,37.3,0.0253,68.9,0
57.33,60.68,0.0338,291.5,0
97.81,93.21,0.283,402.6,1
91.65,96.03,0.1852,431.8,1
69.59,61.4,0.05,235.0,1
88.6,76.44,0.0479,319.9,1
45.8,24.3,0.0407,179.5,0
91.01,88.2,0.1114,445.1,0
73.56,86.7,0.0604,272.5,0
57.42,57.81,0.0428,206.6,1
80.29,92.11,0.0669,349.5,1
92.83,93.11,0.236,646.3,1
96.93,90.34,0.2903,657.5,1
100,92.86,0.3044,795.6,1
91.44,92.69,0.2961,731.9,1
80.19,77.71,0.0799,402.5,0
57.5,40.16,0.031,45.8,0
87.54,90.42,0.1164,386.2,1
51.83,61.53,0.0411,254.0,0
75.03,67.21,0.0714,292.0,0
70.82,66.38,0.0571,241.9,0
16.44,32.73,0,155.0,0
55.68,60.49,0.0217,284.0,0
88.9,100,0.1549,460.4,1
15.09,28.93,0.0081,147.5,0
89.25,95.1,0.1718,482.1,1
91.71,100,0.132,574.6,1
99.27,97.84,0.1206,474.9,1
35.08,65.52,0.0038,204.2,0
59.35,43.93,0.0248,112.0,0
94.51,93.12,0.1776,702.9,1
71.86,72.01,0.0544,167.3,0
39.22,54.13,0.0045,146.7,0
98.16,92.74,0.1409,597.0,1
16.23,23.08,0.0205,112.3,0
82.31,91.12,0.1142,353.5,0
30.03,65.37,0.0331,112.6,0
79.52,88.48,0.079,359.9,1
21.89,62.42,0.0252,115.5,0
65.97,71.47,0.0458,216.5,0
26.77,31.33,0.0217,73.2,0
76.31,78.73,0.0844,272.9,0
54.33,29.31,0.0064,47.1,0
56.3,60.43,0.0585,219.9,1
29.59,52.71,0.0124,45.9,0
52.52,77.53,0.048,221.0,1
22.65,38.47,0.0265,208.4,0
61.39,60.13,0.058,200.9,0
88.92,83.3,0.0662,443.4,0
84.92,89.16,0.0919,280.6,1
100,98.83,0.1142,769.1,1
83.47,89.01,0.0924,298.5,1
98.95,92.89,0.2885,701.8,1
91.78,91.41,0.1146,785.0,1
99.17,98.25,0.224,399.1,1
85.95,100,0.1692,752.5,1
89.49,99.34,0.2879,782.0,1
77.72,82.19,0.0979,323.7,1
43.7,41.01,0.0351,132.3,0
67.78,69.0,0.026,175.1,0
97.68,95.81,0.1138,711.7,1
72.61,85.72,0.0841,426.7,1
16.86,35.55,0.0399,83.0,0
16.02,36.93,0.0381,75.4,0
78.98,84.31,0.0883,283.3,1
39.09,33.66,0.0278,147.5,0
62.56,65.34,0.0689,278.6,0
50.3,59.58,0.0188,118.3,0
49.81,65.62,0.0691,210.2,1
53.52,72.83,0.0521,254.9,1
72.85,87.87,0.1153,418.8,1
76.41,81.53,0.074,338.7,1
73.52,85.93,0.0774,334.0,1
69.87,58.68,0.0642,262.4,0
94.24,95.61,0.1134,560.2,1
46.55,25.6,0.0089,80.1,0
37.67,29.94,0.0261,48.1,0
81.93,91.27,0.0777,280.9,0
80.76,86.41,0.1152,305.6,1
76.81,91.55,0.0901,390.7,1
56.38,77.1,0.0408,232.0,0
88.56,91.87,0.0755,244.6,1
90.55,97.44,0.2671,681.9,1
71.81,66.96,0.0242,218.7,0
95.18,97.0,0.2977,413.7,1
48.63,50.17,0.0128,186.5,0
20.14,56.49,0.0253,157.2,0
52.7,68.02,0.04,255.2,1
91.99,97.51,0.209,534.9,1
72.33,75.54,0.0557,143.7,0
90.77,95.62,0.0765,456.3,0
26.47,54.5,0.0294,139.4,0
86.28,96.26,0.1938,396.9,1
64.54,57.66,0.024,207.6,0
85.81,97.35,0.1897,441.1,1
73.22,85.88,0.0737,366.4,0
72.35,68.65,0.0495,224.2,1
60.84,73.05,0.0591,236.5,1
88.91,99.21,0.226,778.0,1
88.91,97.94,0.1011,404.0,1
42.94,19.62,0.0339,136.1,0
54.36,79.72,0.0407,208.2,0
20.98,49.71,0.0142,80.8,0
95.67,96.85,0.1764,672.6,1
37.21,24.75,0.0214,185.8,0
76.08,69.93,0.0292,277.0,0
87.0,98.8,0.2236,400.2,1
97.23,98.76,0.2488,442.9,1
91.22,98.79,0.1417,596.2,1
14.69,35.89,0.0069,138.7,0
69.09,60.41,0.057,159.8,0
96.19,92.31,0.1905,752.4,1
84.94,78.7,0.1169,364.3,0
24.73,25.01,0.0313,61.9,0
22.33,35.12,0.0125,79.6,0
89.13,88.0,0.1011,388.8,1
88.37,83.81,0.0839,251.1,1
67.07,58.25,0.0242,198.7,1
88.34,93.11,0.1844,532.1,1
58.86,72.42,0.0218,183.5,0
25.1,56.9,0.019,129.9,0
90.73,96.85,0.233,468.3,1
58.01,61.87,0.0064,55.9,0
71.66,77.14,0.0365,273.4,0
80.1,76.7,0.1141,381.4,1
86.63,99.4,0.1056,771.1,1
48.0,39.69,0.0244,127.2,0
81.05,74.42,0.0763,379.7,1
96.92,96.11,0.1505,438.8,1
43.8,56.96,0.0147,131.7,0
73.9,69.95,0.0247,224.8,1
65.71,77.12,0.0513,289.7,0
85.4,83.01,0.099,325.1,1
99.53,98.26,0.1186,498.1,1
74.63,72.7,0.0694,196.2,1
94.52,95.3,0.223,703.9,1
78.22,74.87,0.118,355.6,1
90.49,93.79,0.1494,785.3,1
77.49,91.84,0.0758,435.5,1
88.22,95.52,0.1335,636.2,1
87.19,92.97,0.1558,692.1,1
88.72,99.24,0.2747,420.1,1
87.7,91.44,0.2988,573.6,1
30.09,64.2,0.0184,151.5,0
90.58,97.77,0.1854,404.9,1
41.59,53.64,0.0255,100.9,0
93.06,95.59,0.1659,524.8,1
53.09,57.68,0.0656,265.4,0
56.61,73.94,0.0697,294.0,1
92.58,91.78,0.1834,720.1,1
68.21,63.19,0.0554,175.2,0
97.18,98.32,0.2066,763.5,1
88.51,86.36,0.0733,312.7,1
99.62,94.64,0.2173,777.9,1
71.39,66.54,0.0466,242.5,0
93.98,90.91,0.1749,448.7,1
59.35,63.94,0.0408,173.2,0
98.49,90.88,0.1641,787.5,1
24.75,43.66,0.0067,95.3,0
66.63,74.44,0.0648,209.9,0
80.31,81.54,0.0916,313.8,0
43.22,34.74,0.0093,128.8,0
23.93,50.76,0.0399,69.3,0
21.58,34.77,0.0356,123.0,0
91.53,99.33,0.2648,718.3,1
27.59,32.34,0.025,81.6,0
66.24,67.43,0.0718,287.4,0
90.21,90.07,0.089,279.1,1
82.42,92.92,0.0592,409.6,1
95.41,95.64,0.1635,758.2,1
74.35,90.22,0.0577,421.5,0
57.46,60.42,0.0109,194.9,0
72.58,82.25,0.1047,340.9,1
59.88,40.9,0.0245,164.5,0
52.71,69.86,0.0638,156.4,0
34.58,42.34,0.0125,121.2,0
60.19,62.99,0.0545,308.3,0
26.03,34.09,0.0413,79.2,0
89.64,97.98,0.2675,676.0,1
55.83,70.44,0.035,244.9,0
18.71,42.49,0.0338,179.4,0
54.7,62.85,0.0417,232.2,0
76.68,87.85,0.1048,370.6,0
88.64,91.05,0.1532,759.8,1
21.83,54.14,0.0201,143.3,0
53.44,53.85,0.0037,133.8,0
40.65,25.42,0.0344,113.5,0
71.55,58.79,0.0353,250.9,1
95.95,89.26,0.2741,430.9,1
82.28,88.56,0.1126,402.6,0
47.99,50.62,0.035,134.2,0
35.02,58.18,0.0098,164.5,0
81.58,83.89,0.1021,302.9,1
25.52,62.13,0.024,47.5,0
90.97,100,0.2258,755.2,1
73.0,93.05,0.1194,382.3,1
73.13,79.84,0.0865,453.5,1
29.66,21.22,0.0372,83.2,0
62.8,73.88,0.042,279.4,0
78.18,82.39,0.0781,330.7,1
20.26,36.69,0.003,133.4,0
32.49,59.1,0.0413,195.6,0
53.97,68.73,0.0465,265.3,0
55.05,63.71,0.0535,288.1,1
30.33,36.67,0.0013,144.1,0
78.98,80.11,0.0506,349.4,1
61.62,78.75,0.0529,187.1,0
65.93,70.09,0.0646,207.9,0
68.92,77.61,0.0254,264.9,1
100,98.45,0.2055,544.3,1
83.03,85.04,0.0623,286.0,1
81.68,74.87,0.0984,302.6,1
70.98,84.77,0.1228,368.2,0
53.39,66.62,0.0668,173.6,0
93.26,98.59,0.1562,478.3,1
65.05,61.74,0.0419,233.3,0
28.52,65.48,0.0253,83.3,0
89.67,79.82,0.0946,238.8,1
55.74,60.97,0.0468,178.6,0
71.68,83.93,0.1069,419.1,1
72.33,68.56,0.0432,194.4,0
18.51,27.59,0.0145,42.7,0
43.71,39.41,0.0053,184.3,0
85.5,95.89,0.2816,421.8,1
